DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,GETHOM,GETMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,OCUHOM,OCUMUJ
San Marcos,El Rodeo,Enero,2013.0,21.0,Noviembre,Retalhuleu,Retalhuleu,Ignorado,30.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Izabal,Puerto Barrios,Abril,2012.0,21.0,Marzo,Izabal,Puerto Barrios,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Izabal,Livingston,Enero,2013.0,3.0,Agosto,Izabal,Puerto Barrios,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Izabal,Livingston,Enero,2013.0,5.0,Noviembre,Izabal,Puerto Barrios,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Izabal,Livingston,Marzo,2012.0,1.0,Marzo,Izabal,Puerto Barrios,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Izabal,Livingston,Junio,2012.0,24.0,Febrero,Izabal,Puerto Barrios,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Izabal,Livingston,Julio,2012.0,16.0,Mayo,Izabal,Puerto Barrios,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Izabal,Livingston,Septiembre,2012.0,3.0,Julio,Izabal,Puerto Barrios,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Izabal,Morales,Mayo,2012.0,15.0,Marzo,Izabal,Puerto Barrios,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Izabal,Morales,Mayo,2012.0,28.0,Marzo,Izabal,Puerto Barrios,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Izabal,Morales,Junio,2012.0,8.0,Marzo,Izabal,Puerto Barrios,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Izabal,Morales,Julio,2012.0,20.0,Abril,Izabal,Puerto Barrios,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Izabal,Morales,Julio,2012.0,30.0,Abril,Izabal,Puerto Barrios,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Izabal,Morales,Septiembre,2012.0,9.0,Agosto,Izabal,Puerto Barrios,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Zacapa,Zacapa,Agosto,2012.0,5.0,Julio,Zacapa,Zacapa,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Zacapa,Río Hondo,Agosto,2012.0,25.0,Julio,Zacapa,Zacapa,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Zacapa,Río Hondo,Noviembre,2012.0,6.0,Noviembre,Zacapa,Zacapa,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Jutiapa,Jutiapa,Febrero,2012.0,24.0,Enero,Jutiapa,Jutiapa,Ignorado,39.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Escuintla,Siquinalá,Agosto,2012.0,10.0,Abril,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Huehuetenango,Cuilco,Junio,2012.0,27.0,Febrero,Huehuetenango,Cuilco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Izabal,Morales,Julio,2012.0,16.0,Mayo,Izabal,Morales,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Zacapa,La Unión,Junio,2012.0,12.0,Enero,Zacapa,La Unión,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Izabal,Livingston,Enero,2013.0,27.0,Noviembre,Peten,Poptún,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Izabal,Morales,Abril,2012.0,17.0,Febrero,Peten,Poptún,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
San Marcos,Malacatán,Marzo,2012.0,28.0,Febrero,San Marcos,Malacatán,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
San Marcos,Malacatán,Noviembre,2012.0,7.0,Febrero,San Marcos,Malacatán,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Octubre,2012.0,21.0,Agosto,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
El Progreso,Guastatoya,Diciembre,2012.0,19.0,Noviembre,El Progreso,Guastatoya,Ignorado,Ignorado,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
El Progreso,Sansare,Diciembre,2012.0,19.0,Noviembre,El Progreso,Guastatoya,Ignorado,Ignorado,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Zacapa,Zacapa,Diciembre,2012.0,21.0,Noviembre,Zacapa,Zacapa,Ignorado,Ignorado,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Mixco,Octubre,2012.0,23.0,Abril,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Octubre,2012.0,7.0,Marzo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Nicaragua,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,San José Pinula,Abril,2012.0,7.0,Marzo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Nicaragua,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Septiembre,2012.0,30.0,Julio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Huehuetenango,Huehuetenango,Julio,2012.0,3.0,Julio,Huehuetenango,Huehuetenango,Ignorado,Ignorado,Ignorado,No indigena,Guatemala,Guatemala,Ignorado,Ninguna,Ignorado,Ignorado
Baja Verapaz,Salamá,Febrero,2013.0,23.0,Abril,Baja Verapaz,Salamá,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Baja Verapaz,Salamá,Abril,2012.0,4.0,Enero,Baja Verapaz,Salamá,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Jutiapa,Jutiapa,Enero,2013.0,8.0,Marzo,Chiquimula,Chiquimula,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Jutiapa,Jutiapa,Febrero,2012.0,9.0,Enero,Jutiapa,Jutiapa,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Jutiapa,Jutiapa,Abril,2012.0,12.0,Enero,Jutiapa,Jutiapa,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Jutiapa,Jutiapa,Abril,2013.0,15.0,Noviembre,Jutiapa,Jutiapa,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Jutiapa,Jalpatagua,Febrero,2012.0,23.0,Enero,Jutiapa,Jalpatagua,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Retalhuleu,Retalhuleu,Febrero,2013.0,5.0,Noviembre,Retalhuleu,Retalhuleu,Ignorado,Ignorado,Ignorado,Ignorado,Belice,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Febrero,2013.0,15.0,Noviembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Costa Rica,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Agosto,2012.0,18.0,Julio,Guatemala,Guatemala,Ignorado,Ignorado,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
El Progreso,Guastatoya,Mayo,2012.0,21.0,Febrero,El Progreso,Guastatoya,Ignorado,Ignorado,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
El Progreso,Guastatoya,Septiembre,2012.0,27.0,Abril,El Progreso,Guastatoya,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
El Progreso,Guastatoya,Octubre,2012.0,6.0,Septiembre,El Progreso,Guastatoya,Ignorado,Ignorado,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
El Progreso,Guastatoya,Octubre,2012.0,8.0,Octubre,El Progreso,Guastatoya,Ignorado,Ignorado,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
El Progreso,Guastatoya,Noviembre,2012.0,22.0,Octubre,El Progreso,Guastatoya,Ignorado,Ignorado,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
El Progreso,Sanarate,Abril,2012.0,8.0,Febrero,El Progreso,Guastatoya,Ignorado,Ignorado,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Quetzaltenango,Quetzaltenango,Marzo,2012.0,14.0,Febrero,Quetzaltenango,Quetzaltenango,Ignorado,Ignorado,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Zacapa,Río Hondo,Diciembre,2012.0,13.0,Marzo,Izabal,Puerto Barrios,Ignorado,Ignorado,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
El Progreso,Sanarate,Noviembre,2012.0,8.0,Febrero,El Progreso,Sanarate,Ignorado,Ignorado,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
El Progreso,Guastatoya,Septiembre,2012.0,7.0,Agosto,El Progreso,Guastatoya,Ignorado,Ignorado,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
El Progreso,Guastatoya,Octubre,2012.0,13.0,Agosto,El Progreso,Guastatoya,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
El Progreso,Guastatoya,Agosto,2012.0,3.0,Julio,El Progreso,Guastatoya,Ignorado,Ignorado,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Quiche,Joyabaj,Marzo,2012.0,21.0,Febrero,Quiche,Santa Cruz del Quiché,Ignorado,Ignorado,Indigena,Indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Chiquimula,Esquipulas,Octubre,2012.0,13.0,Junio,Chiquimula,Chiquimula,Ignorado,Ignorado,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Peten,Melchor de Mencos,Abril,2013.0,28.0,Marzo,Peten,San Benito,20.0,19.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Junio,2012.0,20.0,Abril,Guatemala,Guatemala,24.0,20.0,Indigena,No indigena,Guatemala,España,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Febrero,2013.0,22.0,Octubre,Guatemala,Guatemala,25.0,Ignorado,No indigena,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2013.0,26.0,Noviembre,Guatemala,Guatemala,26.0,Ignorado,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Sacatepequez,Antigua Guatemala,Abril,2012.0,19.0,Marzo,Sacatepequez,Antigua Guatemala,26.0,24.0,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,San Pedro Ayampuc,Abril,2012.0,1.0,Marzo,Guatemala,Guatemala,27.0,26.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Alta Verapaz,Cobán,Noviembre,2012.0,12.0,Junio,Alta Verapaz,Cobán,27.0,26.0,Indigena,Indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
El Progreso,Sanarate,Mayo,2012.0,8.0,Mayo,El Progreso,Guastatoya,28.0,23.0,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Alta Verapaz,San Pedro Carchá,Febrero,2013.0,7.0,Diciembre,Alta Verapaz,Cobán,28.0,25.0,Ignorado,Indigena,Guatemala,Guatemala,Ignorado,Ninguna,Ignorado,Ignorado
Alta Verapaz,Cobán,Febrero,2013.0,28.0,Septiembre,Alta Verapaz,Cobán,29.0,25.0,Indigena,Indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Chiquimula,Esquipulas,Marzo,2013.0,17.0,Agosto,Chiquimula,Chiquimula,29.0,24.0,No indigena,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,San Raymundo,Octubre,2012.0,4.0,Septiembre,Guatemala,Guatemala,30.0,28.0,Indigena,Ignorado,Guatemala,Guatemala,Ignorado,Ninguna,Ignorado,Ignorado
San Marcos,San Antonio Sacatepéquez,Mayo,2012.0,20.0,Febrero,San Marcos,San Marcos,31.0,30.0,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Suchitepequez,Samayac,Abril,2012.0,29.0,Marzo,Suchitepequez,Mazatenango,32.0,Ignorado,Indigena,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Quiche,Chichicastenango,Enero,2013.0,13.0,Diciembre,Quiche,Santa Cruz del Quiché,32.0,33.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Solola,San Andrés Semetabaj,Noviembre,2012.0,28.0,Febrero,Solola,San Andrés Semetabaj,32.0,35.0,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,San Pedro Ayampuc,Julio,2012.0,2.0,Mayo,Guatemala,Guatemala,33.0,33.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Alta Verapaz,San Pedro Carchá,Agosto,2012.0,24.0,Febrero,Alta Verapaz,Cobán,35.0,38.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Septiembre,2012.0,20.0,Agosto,Guatemala,Guatemala,36.0,42.0,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Alta Verapaz,Cobán,Febrero,2013.0,13.0,Junio,Alta Verapaz,Cobán,37.0,37.0,Indigena,Indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Suchitepequez,San Pablo Jocopilas,Enero,2013.0,22.0,Mayo,Suchitepequez,San Pablo Jocopilas,41.0,37.0,Indigena,Indigena,Guatemala,Guatemala,Ignorado,Ninguna,Ignorado,Ignorado
Huehuetenango,Huehuetenango,Julio,2012.0,2.0,Mayo,Huehuetenango,Huehuetenango,44.0,Ignorado,No indigena,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Alta Verapaz,San Pedro Carchá,Octubre,2012.0,2.0,Febrero,Alta Verapaz,Cobán,52.0,47.0,Indigena,Indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Zacapa,Zacapa,Noviembre,2012.0,21.0,Septiembre,Zacapa,Zacapa,56.0,48.0,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Quetzaltenango,Quetzaltenango,Febrero,2012.0,19.0,Enero,Quetzaltenango,Quetzaltenango,69.0,Ignorado,No indigena,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2013.0,27.0,Septiembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2013.0,29.0,Octubre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Febrero,2013.0,13.0,Septiembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Abril,2012.0,1.0,Marzo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Abril,2012.0,20.0,Febrero,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Mayo,2012.0,10.0,Febrero,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Julio,2012.0,4.0,Junio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Julio,2012.0,17.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Julio,2012.0,26.0,Abril,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Julio,2012.0,30.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Agosto,2012.0,21.0,Junio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Agosto,2012.0,26.0,Junio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Agosto,2012.0,28.0,Junio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Noviembre,2012.0,3.0,Septiembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Noviembre,2012.0,30.0,Agosto,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2013.0,2.0,Abril,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2013.0,2.0,Agosto,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2013.0,6.0,Diciembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2013.0,7.0,Diciembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2013.0,8.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2013.0,11.0,Octubre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2013.0,15.0,Octubre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2013.0,15.0,Noviembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2013.0,16.0,Noviembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2013.0,17.0,Julio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2013.0,17.0,Septiembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2013.0,18.0,Julio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2013.0,18.0,Octubre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2013.0,20.0,Septiembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2013.0,22.0,Noviembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2013.0,23.0,Octubre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2013.0,27.0,Julio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2013.0,28.0,Diciembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2013.0,29.0,Agosto,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2013.0,30.0,Octubre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Febrero,2012.0,1.0,Febrero,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Febrero,2012.0,10.0,Enero,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Febrero,2012.0,10.0,Febrero,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Febrero,2012.0,18.0,Enero,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Febrero,2012.0,25.0,Enero,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Febrero,2013.0,2.0,Agosto,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Febrero,2013.0,15.0,Octubre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Febrero,2013.0,15.0,Noviembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Febrero,2013.0,17.0,Abril,Guatemala,Guatemala,Ignorado,Ignorado,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Febrero,2013.0,17.0,Agosto,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Febrero,2013.0,17.0,Octubre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Febrero,2013.0,17.0,Diciembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Febrero,2013.0,18.0,Octubre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Febrero,2013.0,25.0,Enero,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Febrero,2013.0,25.0,Octubre,Guatemala,Guatemala,Ignorado,61.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ninguna,Ignorado,Ignorado
